requirementId,sourceDocument,sourceLocation,sourceType,module,navigationFamily,canonicalRoute,sectionDeepLink,screenWorkspace,capability,businessPurpose,visibleControlAction,workflowStateTransition,dataEntityFields,rolePermission,clinicTenantScope,sourceSystemOwner,privacySensitivityClass,crossModuleContracts,currentProductionCodePath,currentServicePath,currentEvidence,uiImplementationStatus,domainImplementationStatus,crossModuleIntegrationStatus,evidenceAcceptanceStatus,productionStatus,prototypeDisposition,dispositionReason,targetProgrammeWave,acceptanceTestEvidencePath,finalDesignReferenceOrPattern
bpmetric_0f7bd17ba24f,public/pulse-html-prototype.html,,blueprint,M07,,,,,Blueprint metric,"[""Export Status"", ""Draft"", ""Awaiting final review""]",,,,,clinic-scoped-unless-stated,,operational,,,,,FUNCTIONALLY-COMPLETE,FUNCTIONALLY-COMPLETE,FUNCTIONALLY-COMPLETE,OWNER-ACCEPTED,NOT-STARTED,ADOPTED-AS-IS,Blueprint metric,P2,docs/architecture/prototype-parity/,
bpmetric_795c50749aca,public/pulse-html-prototype.html,,blueprint,M07,,,,,Blueprint metric,"[""Corrections After Export"", ""1"", ""Current quarter""]",,,,,clinic-scoped-unless-stated,,operational,,,,,FUNCTIONALLY-COMPLETE,FUNCTIONALLY-COMPLETE,FUNCTIONALLY-COMPLETE,OWNER-ACCEPTED,NOT-STARTED,ADOPTED-AS-IS,Blueprint metric,P2,docs/architecture/prototype-parity/,
bppattern_2aa96335b48a,public/pulse-html-prototype.html,,blueprint,M07,,,,,Blueprint pattern,"""Control-tower readiness""",,,,,clinic-scoped-unless-stated,,operational,,,,,FUNCTIONALLY-COMPLETE,FUNCTIONALLY-COMPLETE,FUNCTIONALLY-COMPLETE,OWNER-ACCEPTED,NOT-STARTED,ADOPTED-AS-IS,Blueprint UX/ops pattern,P2,docs/architecture/prototype-parity/,M02/M04 pay-prep workbench
bppattern_ae8ff28b3fb6,public/pulse-html-prototype.html,,blueprint,M07,,,,,Blueprint pattern,"""Source-linked variance""",,,,,clinic-scoped-unless-stated,,operational,,,,,FUNCTIONALLY-COMPLETE,FUNCTIONALLY-COMPLETE,FUNCTIONALLY-COMPLETE,OWNER-ACCEPTED,NOT-STARTED,ADOPTED-AS-IS,Blueprint UX/ops pattern,P2,docs/architecture/prototype-parity/,M02/M04 pay-prep workbench
bppattern_4b3d8b1f5a51,public/pulse-html-prototype.html,,blueprint,M07,,,,,Blueprint pattern,"""Versioned export""",,,,,clinic-scoped-unless-stated,,operational,,,,,FUNCTIONALLY-COMPLETE,FUNCTIONALLY-COMPLETE,FUNCTIONALLY-COMPLETE,OWNER-ACCEPTED,NOT-STARTED,ADOPTED-AS-IS,Blueprint UX/ops pattern,P2,docs/architecture/prototype-parity/,M02/M04 pay-prep workbench
bppattern_189c6397bb23,public/pulse-html-prototype.html,,blueprint,M07,,,,,Blueprint pattern,"""Final-pay checklist""",,,,,clinic-scoped-unless-stated,,operational,,,,,FUNCTIONALLY-COMPLETE,FUNCTIONALLY-COMPLETE,FUNCTIONALLY-COMPLETE,OWNER-ACCEPTED,NOT-STARTED,ADOPTED-AS-IS,Blueprint UX/ops pattern,P2,docs/architecture/prototype-parity/,M02/M04 pay-prep workbench
bp_e265e1895a6e,public/pulse-html-prototype.html,,blueprint,M08,Finance & Forecasting,doctorpay,,,Blueprint: Doctor Pay Command Centre,"Multi-clinic doctor activity reconciliation, contract calculation, payslips, disputes and manual payment recording.",,,,,clinic-scoped-unless-stated,Doctor pay calculation/payslip/dispute records (not M07; no bank execution),operational,,,,,PROTOTYPE-ONLY,NOT-STARTED,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,Platform module blueprint,P6,docs/architecture/prototype-parity/,M04 people + finance review
bpmetric_688227fb848d,public/pulse-html-prototype.html,,blueprint,M08,,,,,Blueprint metric,"[""Current Cycle"", ""$418k"", ""Gross activity imported""]",,,,,clinic-scoped-unless-stated,,operational,,,,,PROTOTYPE-ONLY,NOT-STARTED,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,Blueprint metric,P6,docs/architecture/prototype-parity/,
bpmetric_72a769fc4a83,public/pulse-html-prototype.html,,blueprint,M08,,,,,Blueprint metric,"[""Unmatched Items"", ""3"", ""Blocks approval""]",,,,,clinic-scoped-unless-stated,,operational,,,,,PROTOTYPE-ONLY,NOT-STARTED,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,Blueprint metric,P6,docs/architecture/prototype-parity/,
bpmetric_b9d53047dde2,public/pulse-html-prototype.html,,blueprint,M08,,,,,Blueprint metric,"[""Doctors Ready"", ""44/47"", ""Reconciled""]",,,,,clinic-scoped-unless-stated,,operational,,,,,PROTOTYPE-ONLY,NOT-STARTED,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,Blueprint metric,P6,docs/architecture/prototype-parity/,
bpmetric_cfc09fdf53f2,public/pulse-html-prototype.html,,blueprint,M08,,,,,Blueprint metric,"[""Payment Queries"", ""2"", ""Open disputes""]",,,,,clinic-scoped-unless-stated,,operational,,,,,PROTOTYPE-ONLY,NOT-STARTED,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,Blueprint metric,P6,docs/architecture/prototype-parity/,
bppattern_ebe8204e8dc6,public/pulse-html-prototype.html,,blueprint,M08,,,,,Blueprint pattern,"""Consolidated provider view""",,,,,clinic-scoped-unless-stated,,operational,,,,,PROTOTYPE-ONLY,NOT-STARTED,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,Blueprint UX/ops pattern,P6,docs/architecture/prototype-parity/,M04 people + finance review
bppattern_b89942a788cc,public/pulse-html-prototype.html,,blueprint,M08,,,,,Blueprint pattern,"""Effective contract rules""",,,,,clinic-scoped-unless-stated,,operational,,,,,PROTOTYPE-ONLY,NOT-STARTED,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,Blueprint UX/ops pattern,P6,docs/architecture/prototype-parity/,M04 people + finance review
bppattern_fef5a140dc64,public/pulse-html-prototype.html,,blueprint,M08,,,,,Blueprint pattern,"""Separate payment status""",,,,,clinic-scoped-unless-stated,,operational,,,,,PROTOTYPE-ONLY,NOT-STARTED,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,Blueprint UX/ops pattern,P6,docs/architecture/prototype-parity/,M04 people + finance review
bppattern_7966a73b6fab,public/pulse-html-prototype.html,,blueprint,M08,,,,,Blueprint pattern,"""Versioned correction""",,,,,clinic-scoped-unless-stated,,operational,,,,,PROTOTYPE-ONLY,NOT-STARTED,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,Blueprint UX/ops pattern,P6,docs/architecture/prototype-parity/,M04 people + finance review
bp_5aa0aa11d2b9,public/pulse-html-prototype.html,,blueprint,M09,Finance & Forecasting,bbpip,,,Blueprint: BBPIP Forecast & Reconciliation,"Incentive forecasting, contribution analysis, evidence gaps and final outcome reconciliation.",,,,,clinic-scoped-unless-stated,BBPIP forecasting and outcome reconciliation (aggregate),operational,,,,,PROTOTYPE-ONLY,NOT-STARTED,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,Platform module blueprint,P6,docs/architecture/prototype-parity/,M01 analytics + M06 reconciliation
bpmetric_146cc8167403,public/pulse-html-prototype.html,,blueprint,M09,,,,,Blueprint metric,"[""Forecast"", ""${money?\""\"":\""\""}"", ""$286k current estimate""]",,,,,clinic-scoped-unless-stated,,operational,,,,,PROTOTYPE-ONLY,NOT-STARTED,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,Blueprint metric,P6,docs/architecture/prototype-parity/,
bpmetric_695455b6ec46,public/pulse-html-prototype.html,,blueprint,M09,,,,,Blueprint metric,"[""Confidence"", ""88%"", ""Three evidence gaps""]",,,,,clinic-scoped-unless-stated,,operational,,,,,PROTOTYPE-ONLY,NOT-STARTED,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,Blueprint metric,P6,docs/architecture/prototype-parity/,
bpmetric_7db88787044f,public/pulse-html-prototype.html,,blueprint,M09,,,,,Blueprint metric,"[""High-Impact Gaps"", ""2"", ""Before period close""]",,,,,clinic-scoped-unless-stated,,operational,,,,,PROTOTYPE-ONLY,NOT-STARTED,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,Blueprint metric,P6,docs/architecture/prototype-parity/,
bpmetric_75066be6af83,public/pulse-html-prototype.html,,blueprint,M09,,,,,Blueprint metric,"[""Forecast Accuracy"", ""94%"", ""Previous quarter""]",,,,,clinic-scoped-unless-stated,,operational,,,,,PROTOTYPE-ONLY,NOT-STARTED,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,Blueprint metric,P6,docs/architecture/prototype-parity/,
bppattern_feb0a371a14a,public/pulse-html-prototype.html,,blueprint,M09,,,,,Blueprint pattern,"""Assumption transparency""",,,,,clinic-scoped-unless-stated,,operational,,,,,PROTOTYPE-ONLY,NOT-STARTED,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,Blueprint UX/ops pattern,P6,docs/architecture/prototype-parity/,M01 analytics + M06 reconciliation
bppattern_559e2b8a30e9,public/pulse-html-prototype.html,,blueprint,M09,,,,,Blueprint pattern,"""Contribution drill-down""",,,,,clinic-scoped-unless-stated,,operational,,,,,PROTOTYPE-ONLY,NOT-STARTED,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,Blueprint UX/ops pattern,P6,docs/architecture/prototype-parity/,M01 analytics + M06 reconciliation
bppattern_93e9a5da472c,public/pulse-html-prototype.html,,blueprint,M09,,,,,Blueprint pattern,"""Evidence confidence""",,,,,clinic-scoped-unless-stated,,operational,,,,,PROTOTYPE-ONLY,NOT-STARTED,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,Blueprint UX/ops pattern,P6,docs/architecture/prototype-parity/,M01 analytics + M06 reconciliation
bppattern_ce79de28ee6c,public/pulse-html-prototype.html,,blueprint,M09,,,,,Blueprint pattern,"""Forecast-to-actual reconciliation""",,,,,clinic-scoped-unless-stated,,operational,,,,,PROTOTYPE-ONLY,NOT-STARTED,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,Blueprint UX/ops pattern,P6,docs/architecture/prototype-parity/,M01 analytics + M06 reconciliation
bp_8b416edd08ea,public/pulse-html-prototype.html,,blueprint,M10,Operations,tasks,,,"Blueprint: Tasks, Checklists, Meetings & Actions","Daily work, room controls, handovers, meetings and accountable action closure.",,,,,clinic-scoped-unless-stated,"Tasks, checklist templates/occurrences, handovers, meeting actions",operational,,,,,IN-DEVELOPMENT,IN-DEVELOPMENT,BLOCKED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,Platform module blueprint,P3,docs/architecture/prototype-parity/,M10 template/run/detail
bpmetric_cf17995b7764,public/pulse-html-prototype.html,,blueprint,M10,,,,,Blueprint metric,"[""Due Today"", ""31"", ""Across authorised clinics""]",,,,,clinic-scoped-unless-stated,,operational,,,,,IN-DEVELOPMENT,IN-DEVELOPMENT,BLOCKED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,Blueprint metric,P3,docs/architecture/prototype-parity/,
bpmetric_3c4b68788e8e,public/pulse-html-prototype.html,,blueprint,M10,,,,,Blueprint metric,"[""Checklist Completion"", ""96%"", ""Current day""]",,,,,clinic-scoped-unless-stated,,operational,,,,,IN-DEVELOPMENT,IN-DEVELOPMENT,BLOCKED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,Blueprint metric,P3,docs/architecture/prototype-parity/,
bpmetric_a37f82d2d7ef,public/pulse-html-prototype.html,,blueprint,M10,,,,,Blueprint metric,"[""Overdue Actions"", ""8"", ""Manager follow-up""]",,,,,clinic-scoped-unless-stated,,operational,,,,,IN-DEVELOPMENT,IN-DEVELOPMENT,BLOCKED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,Blueprint metric,P3,docs/architecture/prototype-parity/,
bpmetric_b4f05fad244c,public/pulse-html-prototype.html,,blueprint,M10,,,,,Blueprint metric,"[""Handover Acknowledged"", ""93%"", ""Current shift""]",,,,,clinic-scoped-unless-stated,,operational,,,,,IN-DEVELOPMENT,IN-DEVELOPMENT,BLOCKED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,Blueprint metric,P3,docs/architecture/prototype-parity/,
bppattern_95edbe2c9739,public/pulse-html-prototype.html,,blueprint,M10,,,,,Blueprint pattern,"""Role-based task lists""",,,,,clinic-scoped-unless-stated,,operational,,,,,IN-DEVELOPMENT,IN-DEVELOPMENT,BLOCKED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,Blueprint UX/ops pattern,P3,docs/architecture/prototype-parity/,M10 template/run/detail
bppattern_bfba6b44510e,public/pulse-html-prototype.html,,blueprint,M10,,,,,Blueprint pattern,"""Room-linked templates""",,,,,clinic-scoped-unless-stated,,operational,,,,,IN-DEVELOPMENT,IN-DEVELOPMENT,BLOCKED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,Blueprint UX/ops pattern,P3,docs/architecture/prototype-parity/,M10 template/run/detail
bppattern_f86e328aec4b,public/pulse-html-prototype.html,,blueprint,M10,,,,,Blueprint pattern,"""Exception branching""",,,,,clinic-scoped-unless-stated,,operational,,,,,IN-DEVELOPMENT,IN-DEVELOPMENT,BLOCKED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,Blueprint UX/ops pattern,P3,docs/architecture/prototype-parity/,M10 template/run/detail
bppattern_1babec27a43a,public/pulse-html-prototype.html,,blueprint,M10,,,,,Blueprint pattern,"""Carry-forward actions""",,,,,clinic-scoped-unless-stated,,operational,,,,,IN-DEVELOPMENT,IN-DEVELOPMENT,BLOCKED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,Blueprint UX/ops pattern,P3,docs/architecture/prototype-parity/,M10 template/run/detail
bp_67d622607ac0,public/pulse-html-prototype.html,,blueprint,M11,People & Talent,training,,,Blueprint: Training & Learning Management,"Role-based learning, competency, acknowledgement, exemption and quality-triggered remediation.",,,,,clinic-scoped-unless-stated,"Learning, assignment, competency, certificate, exemption",operational,,,,,FUNCTIONALLY-COMPLETE,FUNCTIONALLY-COMPLETE,FUNCTIONALLY-COMPLETE,OWNER-ACCEPTED,NOT-STARTED,ADOPTED-AS-IS,Platform module blueprint,P2,docs/architecture/prototype-parity/,M11 learning/progress
bpmetric_516c95d336df,public/pulse-html-prototype.html,,blueprint,M11,,,,,Blueprint metric,"[""Mandatory Current"", ""94%"", ""Across active workforce""]",,,,,clinic-scoped-unless-stated,,operational,,,,,FUNCTIONALLY-COMPLETE,FUNCTIONALLY-COMPLETE,FUNCTIONALLY-COMPLETE,OWNER-ACCEPTED,NOT-STARTED,ADOPTED-AS-IS,Blueprint metric,P2,docs/architecture/prototype-parity/,
bpmetric_04337d169094,public/pulse-html-prototype.html,,blueprint,M11,,,,,Blueprint metric,"[""Overdue Learning"", ""11"", ""Affects readiness""]",,,,,clinic-scoped-unless-stated,,operational,,,,,FUNCTIONALLY-COMPLETE,FUNCTIONALLY-COMPLETE,FUNCTIONALLY-COMPLETE,OWNER-ACCEPTED,NOT-STARTED,ADOPTED-AS-IS,Blueprint metric,P2,docs/architecture/prototype-parity/,
bpmetric_4c1372a8a994,public/pulse-html-prototype.html,,blueprint,M11,,,,,Blueprint metric,"[""Competencies Due"", ""6"", ""Within 30 days""]",,,,,clinic-scoped-unless-stated,,operational,,,,,FUNCTIONALLY-COMPLETE,FUNCTIONALLY-COMPLETE,FUNCTIONALLY-COMPLETE,OWNER-ACCEPTED,NOT-STARTED,ADOPTED-AS-IS,Blueprint metric,P2,docs/architecture/prototype-parity/,
bpmetric_164416695831,public/pulse-html-prototype.html,,blueprint,M11,,,,,Blueprint metric,"[""QA Escalations"", ""1"", ""Targeted restriction active""]",,,,,clinic-scoped-unless-stated,,operational,,,,,FUNCTIONALLY-COMPLETE,FUNCTIONALLY-COMPLETE,FUNCTIONALLY-COMPLETE,OWNER-ACCEPTED,NOT-STARTED,ADOPTED-AS-IS,Blueprint metric,P2,docs/architecture/prototype-parity/,
bppattern_a4fa90eba72b,public/pulse-html-prototype.html,,blueprint,M11,,,,,Blueprint pattern,"""Role readiness matrix""",,,,,clinic-scoped-unless-stated,,operational,,,,,FUNCTIONALLY-COMPLETE,FUNCTIONALLY-COMPLETE,FUNCTIONALLY-COMPLETE,OWNER-ACCEPTED,NOT-STARTED,ADOPTED-AS-IS,Blueprint UX/ops pattern,P2,docs/architecture/prototype-parity/,M11 learning/progress
bppattern_61216ec2cd57,public/pulse-html-prototype.html,,blueprint,M11,,,,,Blueprint pattern,"""Evidence-based exemption""",,,,,clinic-scoped-unless-stated,,operational,,,,,FUNCTIONALLY-COMPLETE,FUNCTIONALLY-COMPLETE,FUNCTIONALLY-COMPLETE,OWNER-ACCEPTED,NOT-STARTED,ADOPTED-AS-IS,Blueprint UX/ops pattern,P2,docs/architecture/prototype-parity/,M11 learning/progress
bppattern_6ab6da8c3922,public/pulse-html-prototype.html,,blueprint,M11,,,,,Blueprint pattern,"""Observed competency""",,,,,clinic-scoped-unless-stated,,operational,,,,,FUNCTIONALLY-COMPLETE,FUNCTIONALLY-COMPLETE,FUNCTIONALLY-COMPLETE,OWNER-ACCEPTED,NOT-STARTED,ADOPTED-AS-IS,Blueprint UX/ops pattern,P2,docs/architecture/prototype-parity/,M11 learning/progress
bppattern_6128d0f6f9ce,public/pulse-html-prototype.html,,blueprint,M11,,,,,Blueprint pattern,"""Quality-triggered training""",,,,,clinic-scoped-unless-stated,,operational,,,,,FUNCTIONALLY-COMPLETE,FUNCTIONALLY-COMPLETE,FUNCTIONALLY-COMPLETE,OWNER-ACCEPTED,NOT-STARTED,ADOPTED-AS-IS,Blueprint UX/ops pattern,P2,docs/architecture/prototype-parity/,M11 learning/progress
bp_e9944df33c60,public/pulse-html-prototype.html,,blueprint,M12,Governance,complianceCentre,,,"Blueprint: Accreditation, Quality & Regulatory Compliance","RACGP readiness, evidence, cold chain, audits, QI and regulatory action.",,,,,clinic-scoped-unless-stated,"Compliance, accreditation, audit finding, CAPA verification",operational,,,,,IN-DEVELOPMENT,IN-DEVELOPMENT,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,Platform module blueprint,P5,docs/architecture/prototype-parity/,M12 governance/audit
bpmetric_9b3dec94b56e,public/pulse-html-prototype.html,,blueprint,M12,,,,,Blueprint metric,"[""RACGP Readiness"", ""91%"", ""Organisation score""]",,,,,clinic-scoped-unless-stated,,operational,,,,,IN-DEVELOPMENT,IN-DEVELOPMENT,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,Blueprint metric,P5,docs/architecture/prototype-parity/,
bpmetric_b14b03d61510,public/pulse-html-prototype.html,,blueprint,M12,,,,,Blueprint metric,"[""Critical Gaps"", ""3"", ""Evidence or action missing""]",,,,,clinic-scoped-unless-stated,,operational,,,,,IN-DEVELOPMENT,IN-DEVELOPMENT,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,Blueprint metric,P5,docs/architecture/prototype-parity/,
bpmetric_0129f80a4f78,public/pulse-html-prototype.html,,blueprint,M12,,,,,Blueprint metric,"[""Cold Chain"", ""99.2%"", ""Readings within range""]",,,,,clinic-scoped-unless-stated,,operational,,,,,IN-DEVELOPMENT,IN-DEVELOPMENT,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,Blueprint metric,P5,docs/architecture/prototype-parity/,
bpmetric_5f93e8a95976,public/pulse-html-prototype.html,,blueprint,M12,,,,,Blueprint metric,"[""Audit Actions Overdue"", ""4"", ""Requires owner follow-up""]",,,,,clinic-scoped-unless-stated,,operational,,,,,IN-DEVELOPMENT,IN-DEVELOPMENT,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,Blueprint metric,P5,docs/architecture/prototype-parity/,
bppattern_567391abfe0c,public/pulse-html-prototype.html,,blueprint,M12,,,,,Blueprint pattern,"""Evidence-linked standards""",,,,,clinic-scoped-unless-stated,,operational,,,,,IN-DEVELOPMENT,IN-DEVELOPMENT,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,Blueprint UX/ops pattern,P5,docs/architecture/prototype-parity/,M12 governance/audit
bppattern_35d1185282ab,public/pulse-html-prototype.html,,blueprint,M12,,,,,Blueprint pattern,"""Traffic-light plus text""",,,,,clinic-scoped-unless-stated,,operational,,,,,IN-DEVELOPMENT,IN-DEVELOPMENT,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,Blueprint UX/ops pattern,P5,docs/architecture/prototype-parity/,M12 governance/audit
bppattern_38747ad31e93,public/pulse-html-prototype.html,,blueprint,M12,,,,,Blueprint pattern,"""Gap-to-action conversion""",,,,,clinic-scoped-unless-stated,,operational,,,,,IN-DEVELOPMENT,IN-DEVELOPMENT,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,Blueprint UX/ops pattern,P5,docs/architecture/prototype-parity/,M12 governance/audit
bppattern_076d39498eba,public/pulse-html-prototype.html,,blueprint,M12,,,,,Blueprint pattern,"""PDSA learning loop""",,,,,clinic-scoped-unless-stated,,operational,,,,,IN-DEVELOPMENT,IN-DEVELOPMENT,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,Blueprint UX/ops pattern,P5,docs/architecture/prototype-parity/,M12 governance/audit
bp_a071391e78c6,public/pulse-html-prototype.html,,blueprint,M13,Governance,documents,,,"Blueprint: Documents, Policies, SOPs & Intake","Controlled intake, classification, review, publication, acknowledgement, retention and legal hold.",,,,,clinic-scoped-unless-stated,Controlled operational documents and policy versions,operational,,,,,PROTOTYPE-ONLY,NOT-STARTED,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,Platform module blueprint,P4,docs/architecture/prototype-parity/,M12 governance/audit
bpmetric_d8db131249f2,public/pulse-html-prototype.html,,blueprint,M13,,,,,Blueprint metric,"[""Intake Unclassified"", ""7"", ""Requires filing decision""]",,,,,clinic-scoped-unless-stated,,operational,,,,,PROTOTYPE-ONLY,NOT-STARTED,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,Blueprint metric,P4,docs/architecture/prototype-parity/,
bpmetric_3f93a246c2c1,public/pulse-html-prototype.html,,blueprint,M13,,,,,Blueprint metric,"[""Reviews Due"", ""12"", ""Within 60 days""]",,,,,clinic-scoped-unless-stated,,operational,,,,,PROTOTYPE-ONLY,NOT-STARTED,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,Blueprint metric,P4,docs/architecture/prototype-parity/,
bpmetric_5aea54dd09c7,public/pulse-html-prototype.html,,blueprint,M13,,,,,Blueprint metric,"[""Acknowledgement"", ""97%"", ""Current policies""]",,,,,clinic-scoped-unless-stated,,operational,,,,,PROTOTYPE-ONLY,NOT-STARTED,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,Blueprint metric,P4,docs/architecture/prototype-parity/,
bpmetric_6b47c9c258db,public/pulse-html-prototype.html,,blueprint,M13,,,,,Blueprint metric,"[""Legal Holds"", ""2"", ""Protected records""]",,,,,clinic-scoped-unless-stated,,operational,,,,,PROTOTYPE-ONLY,NOT-STARTED,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,Blueprint metric,P4,docs/architecture/prototype-parity/,
bppattern_c2fcadfebd48,public/pulse-html-prototype.html,,blueprint,M13,,,,,Blueprint pattern,"""Central intake""",,,,,clinic-scoped-unless-stated,,operational,,,,,PROTOTYPE-ONLY,NOT-STARTED,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,Blueprint UX/ops pattern,P4,docs/architecture/prototype-parity/,M12 governance/audit
bppattern_ce5e824ddda0,public/pulse-html-prototype.html,,blueprint,M13,,,,,Blueprint pattern,"""Version comparison""",,,,,clinic-scoped-unless-stated,,operational,,,,,PROTOTYPE-ONLY,NOT-STARTED,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,Blueprint UX/ops pattern,P4,docs/architecture/prototype-parity/,M12 governance/audit
bppattern_96d3adc81ceb,public/pulse-html-prototype.html,,blueprint,M13,,,,,Blueprint pattern,"""Acknowledgement tasks""",,,,,clinic-scoped-unless-stated,,operational,,,,,PROTOTYPE-ONLY,NOT-STARTED,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,Blueprint UX/ops pattern,P4,docs/architecture/prototype-parity/,M12 governance/audit
bppattern_faffc34079fe,public/pulse-html-prototype.html,,blueprint,M13,,,,,Blueprint pattern,"""Retention governance""",,,,,clinic-scoped-unless-stated,,operational,,,,,PROTOTYPE-ONLY,NOT-STARTED,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,Blueprint UX/ops pattern,P4,docs/architecture/prototype-parity/,M12 governance/audit
bp_84aaa4d8f334,public/pulse-html-prototype.html,,blueprint,M14,Operations,ticketDesk,,,Blueprint: Ticketing Desk & Work Orders,"Issue intake, triage, SLA, work orders, duplicates, contractors and evidence-based closure.",,,,,clinic-scoped-unless-stated,Tickets and work orders,operational,,,,,PROTOTYPE-ONLY,NOT-STARTED,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,Platform module blueprint,P4,docs/architecture/prototype-parity/,M02 master-detail queue
bpmetric_2d737b71a983,public/pulse-html-prototype.html,,blueprint,M14,,,,,Blueprint metric,"[""Open Tickets"", ""14"", ""All priorities""]",,,,,clinic-scoped-unless-stated,,operational,,,,,PROTOTYPE-ONLY,NOT-STARTED,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,Blueprint metric,P4,docs/architecture/prototype-parity/,
bpmetric_bcf6d24d7dcc,public/pulse-html-prototype.html,,blueprint,M14,,,,,Blueprint metric,"[""P1 Active"", ""1"", ""Immediate oversight""]",,,,,clinic-scoped-unless-stated,,operational,,,,,PROTOTYPE-ONLY,NOT-STARTED,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,Blueprint metric,P4,docs/architecture/prototype-parity/,
bpmetric_a439e899d2e1,public/pulse-html-prototype.html,,blueprint,M14,,,,,Blueprint metric,"[""SLA Compliance"", ""93%"", ""Current month""]",,,,,clinic-scoped-unless-stated,,operational,,,,,PROTOTYPE-ONLY,NOT-STARTED,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,Blueprint metric,P4,docs/architecture/prototype-parity/,
bpmetric_4ba78da33d42,public/pulse-html-prototype.html,,blueprint,M14,,,,,Blueprint metric,"[""Reopened"", ""2"", ""Last 30 days""]",,,,,clinic-scoped-unless-stated,,operational,,,,,PROTOTYPE-ONLY,NOT-STARTED,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,Blueprint metric,P4,docs/architecture/prototype-parity/,
bppattern_529678a70ed2,public/pulse-html-prototype.html,,blueprint,M14,,,,,Blueprint pattern,"""Impact-urgency triage""",,,,,clinic-scoped-unless-stated,,operational,,,,,PROTOTYPE-ONLY,NOT-STARTED,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,Blueprint UX/ops pattern,P4,docs/architecture/prototype-parity/,M02 master-detail queue
